Index,demand
0,0.03978974278366773
1,0.01304635622684687
2,0.01450114410831923
3,0.04476963081307046
4,0.06405601973410723
5,0.01000717637898124
6,0.02591435470304651
7,0.2205313376837489
8,0.03778894950165273
9,0.06486725728540708
10,0.02182396644927045
11,0.2388912690892889
12,0.2600446432087161
13,0.0364600059167389
14,0.128442426951823
15,0.05329731930039584
16,0.127346652498246
17,0.02865927919356215
18,0.09050819434504774
19,0.04631741439300179
20,0.00935119830785658
21,0.01342755469166464
22,0.100683667087331
23,0.04297046331938757
24,0.4041741204951889
25,0.113764299531186
26,0.02411985318178099
27,0.1319964195449641
28,0.04221756091774552
29,0.008356681964555659
30,0.01710327462115084
31,0.03504568766378986
32,0.02514420841822208
33,0.09849268637512086
34,0.2253217910161195
35,0.4441828698176872
36,0.05587386516930047
37,0.03679979820052779
38,0.08751772413047114
39,0.1035868298896461
40,0.01246485509659065
41,0.01215640342226209
42,0.02180073034487491
43,0.0532583816186029
44,0.02096761882606496
45,0.04714982019650721
46,0.07781656099636537
47,0.4256183645206505
48,0.08763423969153498
49,0.09161431111625058
50,0.2652675460637979
51,0.06001590069541467
52,0.0165691121158486
53,0.1770874833142101
54,0.0115121284881105
55,0.05740927168496181
56,0.1196128057424679
57,0.02849622138137708
58,0.02620284507821682
59,0.0388945501899206
60,0.01201902744790537
61,0.06222410256885973
62,0.1278481975663783
63,0.04868981539192227
64,0.01467705106050202
65,0.3838593566218269
66,0.03149696980055053
67,0.03183584219215031
68,0.03249983448599719
69,0.03551199032312907
70,0.02547756994709813
71,0.03451011613336338
72,0.007860263117819828
73,0.06340119006210186
74,0.01963481589499099
75,0.02858824738694093
76,0.05098360654083186
77,0.09005456538401251
78,0.1396240158279916
79,0.06478814237423201
80,0.03628258147682743
81,0.01131283981801804
82,0.0111208884527456
83,0.06706995852243113
84,0.06603085605099299
85,0.02525139068187637
86,0.1398747818301529
87,0.3986217777724332
88,0.06323535277666421
89,0.03817352389403325
90,0.01727046139460203
91,0.04518312660411766
92,0.1021272246239041
93,0.1015294069456545
94,0.1735072776872592
95,0.01987868442062209
96,0.08593402447239164
97,0.03494454506791095
98,0.01091394721938144
99,0.008600436593754543
100,0.02778427653321802
101,0.04154209391034958
102,0.02502263459224701
103,0.1414797675579647
104,0.03656623624111534
105,0.02156244813238978
106,0.01851157785889873
107,0.07260602477326338
108,0.4538502786256657
109,0.03292961692255303
110,0.0202881924951982
111,0.04056983305751772
112,0.05974763485807898
113,0.04217272439931711
114,0.01588770676331343
115,0.110495401611129
116,0.1464745310953694
117,0.1100701201135491
118,0.07657143169316674
119,0.03687528428240536
120,0.01402273574184659
121,0.02649820237150809
122,0.02636507981070443
123,0.03393607714033121
124,0.007304119446429762
125,0.03982468280482779
126,0.06818325308054968
127,0.2426127860233631
128,0.03813533316195388
129,0.07101814176041787
130,0.04314183639621585
131,0.01902725210132538
132,0.01985088391277898
133,0.0260876904348426
134,0.04077690139645987
135,0.04223153994898993
136,0.0959706016380403
137,0.1205005213359894
138,0.2538416708270899
139,0.03729324380655968
140,0.05704320082849066
141,0.0850176308461626
142,0.04596809388386212
143,0.0178626613010822
144,0.08809863951860147
145,0.02111046988515007
146,0.01241479209396288
147,0.02020396477708159
148,0.08603595129749914
149,0.02616296013657789
150,0.01637871807492931
151,0.02195155688926519
152,0.06394327582159205
153,0.06284892692480051
154,0.1232263738316851
155,0.1378814919384859
156,0.2418265841284589
157,0.06713546349772367
158,0.04808924534072258
159,0.01722055163337429
160,0.04041343669665948
161,0.03710614525767075
162,0.06819437069034374
163,0.04789601111613631
164,0.5755658105881675
165,0.1485983381153384
166,0.02429892201525668
167,0.1316183065139855
168,0.04945632039265503
169,0.04859168813241537
170,0.02632325243325951
171,0.02108042073507372
172,0.01018548619534426
173,0.04287401018556792
174,0.0171171846071274
175,0.02229299239559725
176,0.0593191739400252
177,0.03374760499064985
178,0.08589614461851613
179,0.05296474934349923
180,0.1179052283915548
181,0.2380143037858529
182,0.371850209081949
183,0.08054855595204721
184,0.0292144496980037
185,0.06440520674129728
186,0.0163611762247065
187,0.03272532173463311
188,0.008429047521552827
189,0.06364952564748444
190,0.05361015681299829
191,0.1520520600212451
192,0.07537326281484176
193,0.0906074959042056
194,0.0597365869916955
195,0.08311941644307361
196,0.02451311430426006
197,0.02192577344892749
198,0.1102647219720811
199,0.03308214731792791
200,0.04182546508673289
201,0.02776538897236933
202,0.009384542628732437
203,0.02567917556939046
204,0.03421679319876447
205,0.05419169357617891
206,0.07780193267752043
207,0.1203127893297507
208,0.1096210327514854
209,0.1775979618304283
210,0.110450029419558
211,0.1137596287981308
212,0.01550664861515684
213,0.08759105917939483
214,0.04450182396434164
215,0.009207695853258851
216,0.05394214450287622
217,0.1048898305302107
218,0.04835958509298543
219,0.02742516204139341
220,0.05464660690169931
221,0.03979461471481188
222,0.0205277546682042
223,0.04179997371720462
224,0.09413058584868889
225,0.03819066137350106
226,0.07931310858164665
227,0.02736955681683557
228,0.0205894379191378
229,0.04245317965258405
230,0.0361901200458247
231,0.03414138349056842
232,0.06877676538227577
233,0.1150315210167352
234,0.2680616272355731
235,0.1390265523539147
236,0.1280111786032043
237,0.07242182051264999
238,0.08621417432181082
239,0.0922777232711087
240,0.08920755761382643
241,0.06585165074230248
242,0.02313484102830538
243,0.2931181160090203
244,0.06746587725625
245,0.08534537639980075
246,0.04338735326794785
247,0.08972371896787473
248,0.01537547465235515
249,0.03198767404022061
250,0.009510065502355053
251,0.01383855551478614
252,0.02313860933222678
253,0.04461993462528002
254,0.09346083639447927
255,0.04585098935699316
256,0.04180632611417642
257,0.1355425105276917
258,0.4197752851596359
259,0.1026096535441134
260,0.01938377358743608
261,0.2329393914113516
262,0.07016663245288177
263,0.3698580118242865
264,0.1267610873178921
265,0.08926636502731698
266,0.01090838903658907
267,0.05125036523837941
268,0.0155160525283576
269,0.08550736978587532
270,0.2490342091201568
271,0.08379734060012525
272,0.3776674579324054
273,0.115411657383242
274,0.06750584693724108
275,0.01308434719754727
276,0.01862047950756682
277,0.04534486000591405
278,0.05078008074478709
279,0.02099830176453733
280,0.155640366593997
281,0.2418610490715405
282,0.135836569603765
283,0.0839710882784771
284,0.03825527204575159
285,0.0976681865076908
286,0.183751800226864
287,0.253070733910968
288,0.05902842047270886
289,0.08002871571996463
290,0.02232404604626699
291,0.07354208527619761
292,0.4772530666041631
293,0.03071717660116184
294,0.04388739882778739
295,0.3176767405026936
296,0.2607985001267956
297,0.01457770615474414
298,0.01470056009665886
299,0.02599750545049489
300,0.05672451974846056
301,0.1336058459826976
302,0.232486607973956
303,0.1156706086660808
304,0.1071926983522603
305,0.2611181597996836
306,0.2451077999303424
307,0.1300206727690229
308,0.2456065003815726
309,0.3689579061412905
310,0.08858890187296417
311,0.02036027800747138
312,0.04453905580749368
313,0.06938261321330642
314,0.0601112023300073
315,0.2016668297345496
316,0.781992245994091
317,0.009748546938568955
318,0.09766170835453777
319,0.4064715964300954
320,0.01760538526636608
321,0.04878614443081165
322,0.2622604032550387
323,0.01463230688016882
324,0.03794948292528625
325,0.07479772596147703
326,0.03430014102539137
327,0.03250546789154566
328,0.1603764721600858
329,0.07629032278876426
330,0.08127132538090498
331,0.1713956947302441
332,0.164990172263621
333,0.2463456373094567
334,0.2674983050573516
335,0.132300854720404
336,0.03810024730069268
337,0.2868410915555343
338,0.2385770954588029
339,0.1634269121493489
340,0.8367827730630771
341,0.3932423296139523
342,0.3022370308303404
343,0.03316216488003246
344,0.1160965720263975
345,0.06265382776573816
346,0.02899828693598194
347,0.01166008513378951
348,0.01045990890174599
349,0.04575024026400635
350,0.01056005118534851
351,0.01492524502929921
352,0.008673623728500241
353,0.0782093674937458
354,0.1238177852244671
355,0.09844849090970237
356,0.1074317444821789
357,0.08537702858075405
358,0.1528144812273312
359,0.109700369928446
360,0.02886366654224896
361,0.144880298028635
362,0.2499826145791021
363,0.02842357708509304
364,0.08463233887102478
365,0.6605295484381981
366,0.7777898412095747
367,0.4122060534814693
368,0.008776737395240639
369,0.04190942625729718
370,0.01774458641778071
371,0.03426136057543597
372,0.2623046429598505
373,0.06968997292900188
374,0.01721839270577824
375,0.06270084198170857
376,0.0125171516773012
377,0.06088876177070186
378,0.05007990890016235
379,0.05386943359481363
380,0.02041264180866401
381,0.247881325392672
382,0.02179898326683082
383,0.04690486624510745
384,0.1272448485440511
385,0.1158893219071358
386,0.06616290744517719
387,0.05595563454393668
388,0.09091313503566283
389,0.1121644699088827
390,0.03097271908571574
391,0.1229176658361398
392,0.0955740329284617
393,0.1591289550327487
394,0.7147634906501359
395,0.8703837499915906
396,0.4045399692261196
397,0.1516120381544681
398,0.02227097391998175
399,0.09356838244229698
400,0.0834540969406701
401,0.2442619042133466
402,0.05940967043651273
403,0.06184715624934664
404,0.01922961672828916
405,0.04061213228085856
406,0.14650334499486
407,0.2476880752342929
408,0.07319098044980789
409,0.6281763944707199
410,0.2412199169192697
411,0.1450344247800436
412,0.1601130323186185
413,0.09801064493825597
414,0.05566490068479104
415,0.1261304127765288
416,0.03727484207834458
417,0.04343802947180889
418,0.02385847932089609
419,0.1077630291352037
420,0.09676959991611132
421,0.0290096810454227
422,0.09348511093208021
423,0.02150522111876523
424,0.8281512186686386
425,0.9950024930436594
426,0.9399382619546774
427,0.01526327027948066
428,0.03290143743635962
429,0.2429265161918309
430,0.1431481635987227
431,0.03146614775833169
432,0.01132573868355309
433,0.0176311863310468
434,0.01694524263634208
435,0.06773789505168139
436,0.1059828001019545
437,0.05941162000191207
438,0.4409399715844448
439,0.4834522274220203
440,0.08048229443383867
441,0.1051487173980519
442,0.1566958102652006
443,0.2529696025299945
444,0.06384234803635508
445,0.2524469736141365
446,0.1070809593419249
447,0.02659399282291494
448,0.06270751125904235
449,0.09980434385103605
450,0.1032257736144272
451,0.04664324997818749
452,0.02737830220773635
453,0.3161085638880352
454,0.388142588154189
455,0.1481549423594001
456,0.061838878537203
457,0.04569919957723556
458,0.2568489437506276
459,0.07844002520387704
460,0.3112249942017471
461,0.01882461079098456
462,0.03838719619294906
463,0.0352126762734277
464,0.01623384912775156
465,0.01611143524282321
466,0.04925202494405375
467,0.03895259576628744
468,0.2705940600346711
469,0.6925928879423832
470,0.3865490904928325
471,0.3742515856597243
472,0.09655202102479202
473,0.1835856401373944
474,0.2554325404821908
475,0.4018145543203968
476,0.1370141015011577
477,0.02696477091392181
478,0.02857471529265304
479,0.02835001793106045
480,0.2391312652749137
481,0.1411269610138157
482,0.05686620281943534
483,0.2499252485273153
484,0.2673976060590997
485,0.2676757387605898
486,0.9943862311722189
487,0.1006800544626989
488,0.03200634836009703
489,0.1536110138995773
490,0.2337516369676115
491,0.03938855080565928
492,0.06974606543594962
493,0.4262760361637399
494,0.009291013473823651
495,0.06981920037026325
496,0.04847588708205373
497,0.05026096299200336
498,0.0607258859646955
499,0.241208725778043
500,0.3977105988368804
501,0.3623804145905756
502,0.4625105477419487
503,0.3859922258487787
504,0.1667296390752908
505,0.1647118677955814
506,0.2531805099415158
507,0.01722176721420299
508,0.0213946924102885
509,0.1465849228949301
510,0.09031193611205146
511,0.05262329438853916
512,0.1811561989059945
513,0.1464562458662714
514,0.4170370693644338
515,0.1765796267548397
516,0.008724260477706122
517,0.08233834554161489
518,0.1214470569491327
519,0.08863089916621431
520,0.0724261099678907
521,0.0127614543402282
522,0.01110841186687601
523,0.0128049817403676
524,0.03503450520848986
525,0.06608744790027241
526,0.09834249906192742
527,0.1156531244374097
528,0.1414469608186616
529,0.3972465091194395
530,0.7109424353440339
531,0.4085888878213823
532,0.3978600603447379
533,0.6452844285378208
534,0.09763165375952931
535,0.0173548538305099
536,0.03909691383388336
537,0.05795808832099342
538,0.1304013922128164
539,0.1884358839436961
540,0.07355873503773151
541,0.0219420931069753
542,0.069295976500823
